Date,Time,Temperature
10/24/2023,20:46:06,27.9
10/24/2023,21:00:10,27.9
10/24/2023,21:14:14,28.3
10/24/2023,21:28:18,27.9
10/24/2023,21:42:21,28
10/24/2023,21:56:26,28
10/24/2023,22:10:31,28
10/24/2023,22:24:36,27.9
10/24/2023,22:38:39,27.9
10/24/2023,22:52:44,27.9
10/24/2023,23:21:04,27.9
10/24/2023,23:35:13,27.9
10/24/2023,23:49:22,27.9
10/25/2023,0:03:28,27.9
10/25/2023,0:17:39,27.9
10/25/2023,0:31:43,27.9
10/25/2023,0:45:47,27.9
10/25/2023,0:59:51,27.9
10/25/2023,1:13:55,27.8
10/25/2023,1:27:58,27.8
10/25/2023,1:42:01,27.8
10/25/2023,1:56:05,27.8
10/25/2023,2:10:09,27.8
10/25/2023,2:24:13,27.8
10/25/2023,2:38:16,27.8
10/25/2023,2:52:20,27.7
10/25/2023,3:06:24,27.6
10/25/2023,3:20:28,27.2
10/25/2023,3:34:32,27.3
10/25/2023,3:48:36,27.2
10/25/2023,4:02:42,27
10/25/2023,4:16:47,27.3
10/25/2023,4:30:50,27.2
10/25/2023,4:44:55,27.3
10/25/2023,4:58:59,27.2
10/25/2023,5:13:03,27.1
10/25/2023,5:27:08,27.2
10/25/2023,5:41:12,27.2
10/25/2023,5:55:16,26.9
10/25/2023,6:09:20,27.2
10/25/2023,6:23:24,26.8
10/25/2023,6:37:28,27
10/25/2023,6:51:33,26.9
10/25/2023,7:05:37,27.3
10/25/2023,7:19:40,27.5
10/25/2023,7:33:44,27.8
10/25/2023,7:47:49,27.6
10/25/2023,8:01:52,27.7
10/25/2023,8:15:56,27.8
10/25/2023,8:30:01,27.7
10/25/2023,8:44:05,27.8
10/25/2023,8:58:09,28.1
10/25/2023,9:12:13,28.1
10/25/2023,9:26:17,28.3
10/25/2023,9:40:21,28.5
10/25/2023,9:54:25,28.3
10/25/2023,10:08:29,28.4
10/25/2023,10:22:33,28.8
10/25/2023,10:36:37,28.8
10/25/2023,10:50:41,28.7
10/25/2023,11:04:45,28.1
10/25/2023,11:18:49,28.5
10/25/2023,11:32:53,28.4
10/25/2023,11:46:57,28.2
10/25/2023,12:01:01,28.7
10/25/2023,12:15:05,28.4
10/25/2023,12:29:08,28.3
10/25/2023,12:43:12,28.5
10/25/2023,12:57:17,28.7
10/25/2023,13:11:21,28.8
10/25/2023,13:25:26,28.2
10/25/2023,13:39:30,28.8
10/25/2023,13:53:34,28.8
10/25/2023,14:07:40,28.3
10/25/2023,14:21:45,28.7
10/25/2023,14:35:49,28.6
10/25/2023,14:49:53,28.6
10/25/2023,15:03:57,28.7
10/25/2023,15:18:01,28.6
10/25/2023,15:32:05,28.5
10/25/2023,15:46:10,29.1
10/25/2023,16:00:14,29
10/25/2023,16:14:18,28.6
10/25/2023,16:28:23,29
10/25/2023,16:42:27,28.7
10/25/2023,16:56:31,28.7
10/25/2023,17:10:35,28.6
10/25/2023,17:24:39,29.1
10/25/2023,17:38:43,29.1
10/25/2023,17:52:48,29
10/25/2023,18:06:52,28.6
10/25/2023,18:20:56,29.1
10/25/2023,18:35:01,29.1
10/25/2023,18:49:05,28.4
10/25/2023,19:03:09,28.6
10/25/2023,19:17:14,28.6
10/25/2023,19:31:18,28.5
10/25/2023,19:45:23,28.6
10/25/2023,19:59:27,28.6
10/25/2023,20:27:48,28.7
10/25/2023,20:41:52,28.6
10/25/2023,20:55:56,28.5
10/25/2023,21:10:01,28.5
10/25/2023,21:24:05,28.5
10/25/2023,21:38:09,29
10/25/2023,21:52:13,28.4
10/25/2023,22:06:17,28.2
10/25/2023,22:20:20,28.3
10/25/2023,22:34:24,28.1
10/25/2023,23:02:36,28.5
10/25/2023,23:16:40,28.2
10/25/2023,23:30:46,28.4
10/25/2023,23:44:51,28.8
10/25/2023,23:58:55,28.8
10/26/2023,0:13:00,28.8
10/26/2023,0:27:04,28.8
10/26/2023,0:41:08,28.8
10/26/2023,0:55:12,28.8
10/26/2023,1:09:16,28.8
10/26/2023,1:23:20,28.7
10/26/2023,1:37:24,28.7
10/26/2023,1:51:28,28.2
10/26/2023,2:05:32,28.1
10/26/2023,2:19:36,28
10/26/2023,2:33:40,28
10/26/2023,2:47:44,28.1
10/26/2023,3:01:49,27.6
10/26/2023,3:15:53,27.3
10/26/2023,3:29:57,27.1
10/26/2023,3:44:01,27.4
10/26/2023,3:58:06,27.5
10/26/2023,4:12:10,27.3
10/26/2023,4:26:14,27.3
10/26/2023,4:40:19,27.1
10/26/2023,4:54:23,26.8
10/26/2023,5:08:27,27.2
10/26/2023,5:22:31,27
10/26/2023,5:36:36,27.2
10/26/2023,5:50:40,26.8
10/26/2023,6:04:44,26.6
10/26/2023,6:18:49,27
10/26/2023,6:32:53,27.3
10/26/2023,6:47:00,26.8
10/26/2023,7:01:05,26.9
10/26/2023,7:15:09,27.3
10/26/2023,7:29:13,27.4
10/26/2023,7:43:18,27.4
10/26/2023,7:57:22,27.1
10/26/2023,8:11:28,27.5
10/26/2023,8:25:33,27.6
10/26/2023,8:39:37,27.7
10/26/2023,8:53:41,27.8
10/26/2023,9:07:45,27.9
10/26/2023,9:21:49,27.9
10/26/2023,9:35:53,28
10/26/2023,9:49:57,27.7
10/26/2023,10:04:01,28.1
10/26/2023,10:18:06,28.5
10/26/2023,10:32:11,28
10/26/2023,10:46:15,28.4
10/26/2023,11:00:19,28.4
10/26/2023,11:14:25,28.7
10/26/2023,11:28:29,28.6
10/26/2023,11:42:33,28.7
10/26/2023,11:56:37,28.7
10/26/2023,12:10:42,28.6
10/26/2023,12:24:46,28.7
10/26/2023,12:38:51,28.7
10/26/2023,12:52:55,28.7
10/26/2023,13:07:00,28.8
10/26/2023,13:21:05,28.8
10/26/2023,13:35:10,28.9
10/26/2023,13:49:14,28.9
10/26/2023,14:03:19,29
10/26/2023,14:17:23,29
10/26/2023,14:31:27,29
10/26/2023,14:45:32,29
10/26/2023,14:59:36,29.1
10/26/2023,15:13:41,29
10/26/2023,15:27:50,29.2
10/26/2023,15:41:55,29.2
10/26/2023,15:56:00,29.2
10/26/2023,16:10:06,29.2
10/26/2023,16:24:10,28.7
10/26/2023,16:38:15,28.7
10/26/2023,16:52:19,28.7
10/26/2023,17:06:24,29.1
10/26/2023,17:20:28,29.2
10/26/2023,17:34:32,29.3
10/26/2023,17:48:36,29.4
10/26/2023,18:02:41,29.4
10/26/2023,18:16:46,29.4
10/26/2023,18:30:50,29.4
10/26/2023,18:44:55,29.4
10/26/2023,18:58:59,29.4
10/26/2023,19:13:03,29.4
10/26/2023,19:27:07,29.4
10/26/2023,19:41:11,28.8
10/26/2023,19:55:16,28.9
10/26/2023,20:09:20,29.3
10/26/2023,20:23:24,29.3
10/26/2023,20:37:28,29
10/26/2023,20:51:32,29
10/26/2023,21:05:36,28.9
10/26/2023,21:19:41,29.2
10/26/2023,21:33:45,29.5
10/26/2023,21:47:49,29.1
10/26/2023,22:01:53,29.5
10/26/2023,22:15:58,29
10/26/2023,22:30:02,29.7
10/26/2023,22:44:08,28.9
10/26/2023,22:58:12,29
10/26/2023,23:12:17,29.6
10/26/2023,23:26:21,29.6
10/26/2023,23:40:26,29.6
10/26/2023,23:54:30,29.6
10/27/2023,0:08:34,28.9
10/27/2023,0:22:39,29.4
10/27/2023,0:36:43,29.5
10/27/2023,0:50:47,29.6
10/27/2023,1:04:52,28.8
10/27/2023,1:18:56,28.8
10/27/2023,1:33:00,29.1
10/27/2023,1:47:05,29.4
10/27/2023,2:01:09,29.4
10/27/2023,2:15:14,29.3
10/27/2023,2:29:19,29.3
10/27/2023,2:43:24,29.3
10/27/2023,2:57:29,29.2
10/27/2023,3:11:34,28.5
10/27/2023,3:25:38,28.5
10/27/2023,3:39:42,28.3
10/27/2023,3:53:46,27.8
10/27/2023,4:07:52,28
10/27/2023,4:21:56,27.7
10/27/2023,4:36:01,28.1
10/27/2023,4:50:05,28
10/27/2023,5:04:09,27.8
10/27/2023,5:18:13,27.8
10/27/2023,5:46:23,27.7
10/27/2023,6:00:27,27.7
10/27/2023,6:14:31,27.8
10/27/2023,6:28:35,27.6
10/27/2023,6:42:40,27.7
10/27/2023,6:56:44,27.8
10/27/2023,7:10:48,27.7
10/27/2023,7:24:52,28.4
10/27/2023,7:38:57,28.3
10/27/2023,7:53:01,28.3
10/27/2023,8:07:04,28.4
10/27/2023,8:21:09,28.4
10/27/2023,8:35:13,28
10/27/2023,8:49:17,28.4
10/27/2023,9:03:21,28.7
10/27/2023,9:17:25,28.8
10/27/2023,9:31:30,28.8
10/27/2023,9:45:34,28.9
10/27/2023,9:59:38,28.8
10/27/2023,10:13:42,28.5
10/27/2023,10:27:46,29
10/27/2023,10:41:51,28.9
10/27/2023,10:55:55,28.7
10/27/2023,11:09:59,28.9
10/27/2023,11:24:03,28.7
10/27/2023,11:38:08,29
10/27/2023,11:52:11,28.8
10/27/2023,12:06:15,29.3
10/27/2023,12:20:22,28.9
10/27/2023,12:34:26,29.4
10/27/2023,12:48:31,29.2
10/27/2023,13:02:36,29
10/27/2023,13:16:40,29.5
10/27/2023,13:30:44,29.3
10/27/2023,13:44:49,29.1
10/27/2023,13:58:53,29.8
10/27/2023,14:12:57,29.9
10/27/2023,14:27:01,29.1
10/27/2023,14:41:06,29.1
10/27/2023,14:55:10,29
10/27/2023,15:09:14,29
10/27/2023,15:23:17,29.1
10/27/2023,15:37:21,28.4
10/27/2023,15:51:26,28.6
10/27/2023,16:05:30,28.4
10/27/2023,16:19:35,28.8
10/27/2023,16:33:38,28.4
10/27/2023,16:47:43,28.6
10/27/2023,17:01:47,28.7
10/27/2023,17:15:52,28.4
10/27/2023,17:29:55,28.4
10/27/2023,17:44:00,28.5
10/27/2023,17:58:04,28.4
10/27/2023,18:12:10,28.4
10/27/2023,18:26:14,28.1
10/27/2023,18:40:20,28.1
10/27/2023,18:54:24,28.2
10/27/2023,19:08:28,28.3
10/27/2023,19:22:33,28.1
10/27/2023,19:36:38,28
10/27/2023,19:50:42,28.6
10/27/2023,20:04:46,28.4
10/27/2023,20:18:51,28.4
10/27/2023,20:32:55,28.7
10/27/2023,20:47:00,28.7
10/27/2023,21:01:04,28.5
10/27/2023,21:15:09,29
10/27/2023,21:29:15,28.9
10/27/2023,21:43:20,28.9
10/27/2023,21:57:25,28.6
10/27/2023,22:11:31,28.8
10/27/2023,22:25:35,29.3
10/27/2023,22:39:39,29.2
10/27/2023,22:53:44,29.2
10/27/2023,23:07:48,28.7
10/27/2023,23:21:54,29.3
10/27/2023,23:35:58,28.8
10/27/2023,23:50:02,29
10/28/2023,0:04:06,28.9
10/28/2023,0:18:11,29.2
10/28/2023,0:32:15,29.2
10/28/2023,0:46:21,29.2
10/28/2023,1:00:25,28.8
10/28/2023,1:14:29,29.1
10/28/2023,1:28:34,28.6
10/28/2023,1:42:38,28.5
10/28/2023,1:56:43,28.4
10/28/2023,2:10:47,28.6
10/28/2023,2:24:52,28.7
10/28/2023,2:38:56,29
10/28/2023,2:53:00,29
10/28/2023,3:07:04,29
10/28/2023,3:21:08,29
10/28/2023,3:35:14,28.9
10/28/2023,3:49:18,28.9
10/28/2023,4:03:22,28.9
10/28/2023,4:17:26,28.9
10/28/2023,4:31:30,28.9
10/28/2023,4:45:36,28.7
10/28/2023,4:59:40,28.4
10/28/2023,5:13:44,28.4
10/28/2023,5:27:49,28.2
10/28/2023,5:41:54,28.2
10/28/2023,5:55:57,28.2
10/28/2023,6:10:02,28.3
10/28/2023,6:24:06,28.1
10/28/2023,6:38:11,28
10/28/2023,6:52:15,27.7
10/28/2023,7:06:19,27.9
10/28/2023,7:20:24,28.1
10/28/2023,7:34:27,27.6
10/28/2023,7:48:32,27.8
10/28/2023,8:02:36,28.2
10/28/2023,8:16:40,28.4
10/28/2023,8:30:44,28.4
10/28/2023,8:44:48,27.9
10/28/2023,8:58:52,28.1
10/28/2023,9:12:57,28.3
10/28/2023,9:27:01,28.2
10/28/2023,9:41:06,28.7
10/28/2023,9:55:10,28.7
10/28/2023,10:09:15,28.4
10/28/2023,10:23:19,28.5
10/28/2023,10:37:23,28.7
10/28/2023,10:51:27,29
10/28/2023,11:05:32,29.1
10/28/2023,11:19:36,28.6
10/28/2023,11:33:41,28.9
10/28/2023,11:47:45,29
10/28/2023,12:01:51,29.4
10/28/2023,12:15:55,29.4
10/28/2023,12:29:59,29.6
10/28/2023,12:44:03,29.5
10/28/2023,12:58:08,29.3
10/28/2023,13:12:12,29
10/28/2023,13:26:16,29
10/28/2023,13:40:20,29.1
10/28/2023,13:54:24,29.5
10/28/2023,14:08:28,29.2
10/28/2023,14:22:32,29.2
10/28/2023,14:36:40,29.3
10/28/2023,14:50:44,29.6
10/28/2023,15:04:47,29.8
10/28/2023,15:18:52,29.8
10/28/2023,15:32:57,29.9
10/28/2023,15:47:01,29.8
10/28/2023,16:01:05,29.6
10/28/2023,16:15:10,29.8
10/28/2023,16:29:14,30.3
10/28/2023,16:43:18,30
10/28/2023,16:57:22,29.5
10/28/2023,17:11:26,29.5
10/28/2023,17:25:31,29.4
10/28/2023,17:39:35,29.4
10/28/2023,17:53:39,29.3
10/28/2023,18:07:43,29.3
10/28/2023,18:21:47,29.4
10/28/2023,18:35:52,29.3
10/28/2023,18:49:56,29.2
10/28/2023,19:04:00,29.9
10/28/2023,19:18:04,29.1
10/28/2023,19:32:08,29.3
10/28/2023,19:46:12,29.7
10/28/2023,20:14:24,29
10/28/2023,20:28:28,29.3
10/28/2023,20:42:32,29.6
10/28/2023,20:56:36,29.1
10/28/2023,21:10:40,29.8
10/28/2023,21:24:44,29.2
10/28/2023,21:38:48,29.3
10/28/2023,21:52:52,29.6
10/28/2023,22:06:56,29
10/28/2023,22:21:01,29.6
10/28/2023,22:35:05,29.2
10/28/2023,22:49:09,29.5
10/28/2023,23:03:13,29
10/28/2023,23:17:18,29
10/28/2023,23:31:21,28.9
10/28/2023,23:45:25,29.3
10/28/2023,23:59:29,29.6
10/29/2023,0:13:33,28.9
10/29/2023,0:27:38,29.6
10/29/2023,0:41:42,29.6
10/29/2023,0:55:47,29.5
10/29/2023,1:09:51,29.4
10/29/2023,1:23:56,28.8
10/29/2023,1:37:59,29.5
10/29/2023,1:52:03,29.5
10/29/2023,2:06:07,29.5
10/29/2023,2:20:11,29.2
10/29/2023,2:34:16,28.9
10/29/2023,2:48:20,29.4
10/29/2023,3:02:25,28.8
10/29/2023,3:16:29,28.8
10/29/2023,3:30:33,29.3
10/29/2023,3:44:38,29.3
10/29/2023,3:58:42,28.7
10/29/2023,4:12:46,29
10/29/2023,4:26:49,28.6
10/29/2023,4:40:53,29.1
10/29/2023,4:54:57,28.6
10/29/2023,5:09:01,28.5
10/29/2023,5:23:06,28.8
10/29/2023,5:37:10,28
10/29/2023,5:51:14,28
10/29/2023,6:05:18,27.2
10/29/2023,6:19:22,27.5
10/29/2023,6:33:26,27.4
10/29/2023,6:47:31,27.6
10/29/2023,7:01:34,27.6
10/29/2023,7:15:39,27.9
10/29/2023,7:29:43,28
10/29/2023,7:43:47,27.8
10/29/2023,8:11:57,28.5
10/29/2023,8:26:01,28.1
10/29/2023,8:40:05,28.4
10/29/2023,8:54:14,28.2
10/29/2023,9:08:18,28.1
10/29/2023,9:22:24,28.5
10/29/2023,9:36:28,28.7
10/29/2023,9:50:32,28.9
10/29/2023,10:04:36,28.4
10/29/2023,10:18:39,28.9
10/29/2023,10:32:46,29.2
10/29/2023,10:46:50,29.3
10/29/2023,11:00:53,29.4
10/29/2023,11:14:57,29.5
10/29/2023,11:29:01,28.8
10/29/2023,11:43:04,29.6
10/29/2023,11:57:08,29.9
10/29/2023,12:11:12,29.2
10/29/2023,12:25:15,29.8
10/29/2023,12:39:19,29.5
10/29/2023,12:53:23,30
10/29/2023,13:07:26,30
10/29/2023,13:21:30,29.8
10/29/2023,13:35:34,29.9
10/29/2023,13:49:37,30.7
10/29/2023,14:03:41,30.7
10/29/2023,14:17:45,30.4
10/29/2023,14:31:49,30.3
10/29/2023,14:45:52,30
10/29/2023,14:59:56,30.5
10/29/2023,15:13:59,30.5
10/29/2023,15:28:03,30
10/29/2023,15:42:07,30.2
10/29/2023,15:56:10,30.2
10/29/2023,16:10:14,30.1
10/29/2023,16:24:17,30.8
10/29/2023,16:38:21,30.6
10/29/2023,16:52:25,30
10/29/2023,17:06:29,29.9
10/29/2023,17:20:32,30
10/29/2023,17:34:36,29.8
10/29/2023,17:48:39,30.1
10/29/2023,18:02:43,30.3
10/29/2023,18:16:46,29.7
10/29/2023,18:30:50,30.4
10/29/2023,18:44:53,29.9
10/29/2023,18:58:56,29.6
10/29/2023,19:13:00,29.6
10/29/2023,19:27:03,29.4
10/29/2023,19:41:07,29.8
10/29/2023,19:55:11,30
10/29/2023,20:09:14,29.5
10/29/2023,20:23:18,29.3
10/29/2023,20:37:21,29.6
10/29/2023,20:51:26,29.5
10/29/2023,21:05:29,29.3
10/29/2023,21:19:33,29.7
10/29/2023,21:33:37,28.9
10/29/2023,21:47:41,29.3
10/29/2023,22:01:46,29
10/29/2023,22:15:50,29
10/29/2023,22:44:00,29
10/29/2023,22:58:04,29
10/29/2023,23:12:08,29
10/29/2023,23:26:12,28.9
10/29/2023,23:40:16,28.7
10/29/2023,23:54:23,28.7
10/30/2023,0:08:27,28.7
10/30/2023,0:22:32,28.6
10/30/2023,0:36:36,28.6
10/30/2023,0:50:40,28.5
10/30/2023,1:04:43,28.6
10/30/2023,1:18:47,28.5
10/30/2023,1:32:51,28.5
10/30/2023,1:46:55,28.5
10/30/2023,2:01:01,28.6
10/30/2023,2:15:05,28.5
10/30/2023,2:29:09,29.1
10/30/2023,2:43:12,29.3
10/30/2023,2:57:16,28.8
10/30/2023,3:11:20,28.9
10/30/2023,3:25:24,28.7
10/30/2023,3:39:28,29.2
10/30/2023,3:53:31,29.1
10/30/2023,4:07:35,29
10/30/2023,4:21:39,28.8
10/30/2023,4:35:43,28
10/30/2023,4:49:47,27.9
10/30/2023,5:03:51,27.8
10/30/2023,5:17:54,27.8
10/30/2023,5:31:58,28
10/30/2023,5:46:02,27.8
10/30/2023,6:00:06,27.2
10/30/2023,6:14:11,27.4
10/30/2023,6:28:14,27.3
10/30/2023,6:42:18,27
10/30/2023,6:56:22,27
10/30/2023,7:10:25,27
10/30/2023,7:24:29,27.4
10/30/2023,7:38:34,27.4
10/30/2023,7:52:37,27.9
10/30/2023,8:06:41,28
10/30/2023,8:20:45,28.4
10/30/2023,8:34:49,28.2
10/30/2023,8:48:53,28
10/30/2023,9:02:57,28.5
10/30/2023,9:17:01,28.6
10/30/2023,9:31:05,28.4
10/30/2023,9:45:08,28.5
10/30/2023,9:59:12,28.3
10/30/2023,10:13:16,28.3
10/30/2023,10:27:19,28.4
10/30/2023,10:41:23,28.8
10/30/2023,10:55:27,28.7
10/30/2023,11:09:31,28.5
10/30/2023,11:23:35,28.6
10/30/2023,11:37:39,29.1
10/30/2023,11:51:43,28.9
10/30/2023,12:05:47,29.5
10/30/2023,12:19:50,29.3
10/30/2023,12:33:54,29.3
10/30/2023,12:47:58,29.6
10/30/2023,13:02:02,29.2
10/30/2023,13:16:05,29.6
10/30/2023,13:30:09,29.8
10/30/2023,13:58:20,30.1
10/30/2023,14:12:24,29.9
10/30/2023,14:26:28,29.8
10/30/2023,14:40:32,30.7
10/30/2023,14:54:36,30.4
10/30/2023,15:08:39,30.1
10/30/2023,15:22:43,30
10/30/2023,15:36:47,30.7
10/30/2023,15:50:51,30.8
10/30/2023,16:04:55,30.7
10/30/2023,16:18:59,29.9
10/30/2023,16:33:03,30.5
10/30/2023,16:47:06,30
10/30/2023,17:01:10,30.7
10/30/2023,17:15:14,29.9
10/30/2023,17:29:19,30.6
10/30/2023,17:43:30,29.9
10/30/2023,17:57:34,29.9
10/30/2023,18:11:38,30.1
10/30/2023,18:25:43,29.8
10/30/2023,18:39:47,29.9
10/30/2023,18:53:50,30.5
10/30/2023,19:07:55,29.8
10/30/2023,19:21:59,30.1
10/30/2023,19:36:02,30.1
10/30/2023,19:50:06,30.5
10/30/2023,20:04:11,29.8
10/30/2023,20:18:14,30.3
10/30/2023,20:32:18,30.5
10/30/2023,20:46:22,30.5
10/30/2023,21:00:26,30
10/30/2023,21:14:31,30.3
10/30/2023,21:28:35,29.7
10/30/2023,21:42:39,30.4
10/30/2023,21:56:43,29.7
10/30/2023,22:10:47,29.5
10/30/2023,22:24:51,29.9
10/30/2023,22:38:55,29.2
10/30/2023,22:52:59,29.6
10/30/2023,23:07:03,29.7
10/30/2023,23:21:07,29.1
10/30/2023,23:35:10,29.3
10/30/2023,23:49:14,29.8
10/31/2023,0:03:18,29.2
10/31/2023,0:17:21,29.2
10/31/2023,0:31:25,30
10/31/2023,0:45:29,30
10/31/2023,0:59:32,29.3
10/31/2023,1:13:37,29.2
10/31/2023,1:27:41,29.2
10/31/2023,1:41:44,29.2
10/31/2023,1:55:47,29.3
10/31/2023,2:09:51,29.5
10/31/2023,2:23:54,29.5
10/31/2023,2:52:12,29.7
10/31/2023,3:06:15,29.8
10/31/2023,3:20:19,29.3
10/31/2023,3:34:23,28.6
10/31/2023,3:48:26,29.4
10/31/2023,4:02:30,29.5
10/31/2023,4:16:33,29.4
10/31/2023,4:30:37,29.3
10/31/2023,4:44:40,28.7
10/31/2023,4:58:44,28
10/31/2023,5:12:48,27.9
10/31/2023,5:26:52,27.6
10/31/2023,5:40:56,27.5
10/31/2023,5:55:00,27.5
10/31/2023,6:09:03,27.8
10/31/2023,6:23:07,27.6
10/31/2023,6:37:11,27.4
10/31/2023,6:51:15,28
10/31/2023,7:05:19,27.9
10/31/2023,7:19:23,27.6
10/31/2023,7:33:27,28
10/31/2023,7:47:31,28
10/31/2023,8:01:35,28
10/31/2023,8:15:39,28.2
10/31/2023,8:29:43,28.1
10/31/2023,8:43:46,28.5
10/31/2023,8:57:50,28.5
10/31/2023,9:11:54,28.1
10/31/2023,9:25:58,28.6
10/31/2023,9:40:02,28.3
10/31/2023,9:54:06,28.4
10/31/2023,10:08:10,28.5
10/31/2023,10:22:14,28.7
10/31/2023,10:36:19,28.7
10/31/2023,10:50:23,28.7
10/31/2023,11:04:27,29.5
10/31/2023,11:18:31,30.4
10/31/2023,11:32:36,29.4
10/31/2023,11:46:40,29.4
10/31/2023,12:00:44,29.6
10/31/2023,12:14:48,29.8
10/31/2023,12:28:52,30.8
10/31/2023,12:42:55,30
10/31/2023,12:56:59,30.7
10/31/2023,13:11:03,29.9
